CV_ID,years_experience,highest_degree,skills,Job_Role,has_portfolio,raw_text,label
cv4206,2,Masters,"Streamlit, SQLAlchemy",Receptionist,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4207,1,Bachelors,"Feature Engineering, PyTorch, Docker Compose, Data Visualization, Azure, NLP",Office Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4208,4,Bachelors,"TensorFlow, Git, Statistics, PyTorch, Seaborn",Telecaller,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4209,7,Bachelors,"Docker Compose, Regression, Python",Office Assistant,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4210,3,Masters,"Azure, Clustering, EDA, JSON, Machine Learning, NumPy, Python, TensorFlow, Time Series",Senior Data Scientist,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4211,1,Masters,"FastAPI, JSON, Machine Learning, NumPy, OpenCV, Pandas, Power BI, Spark, Speech Recognition, Time Series",Data Scientist,FALSE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4212,7,Masters,"BERT, Feature Engineering, Git, HuggingFace, Machine Learning, NumPy, Pandas, PyTorch, Scikit-learn, Tableau, Time Series, Transformer Models",Machine Learning Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv4213,3,Masters,"Hadoop, Machine Learning, Matplotlib, Python, Regression, Reinforcement Learning, SQLAlchemy, Seaborn, Speech Recognition, Statistics",AI Researcher,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv4214,4,Masters,"AWS, Azure, CI/CD, Clustering, Kubernetes, Pandas, PyTorch Lightning, Python, REST APIs, Spark, Statistics, Streamlit, Tableau",Senior Data Scientist,TRUE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4215,15,Masters,"Clustering, GPT, HuggingFace, LightGBM, Machine Learning, NumPy, Power BI, PyTorch, Signal Processing, Statistics, Transformer Models",Computer Vision Engineer,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4216,0,Masters,"CI/CD, Classification, Clustering",Office Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4217,6,Bachelors,"Computer Vision, PyTorch Lightning, GCP, Time Series, SQL, NumPy",Data Entry Operator,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv4218,2,PhD,"Azure, CI/CD, Clustering, Deep Learning, LightGBM, Linux, Machine Learning, NumPy, PyTorch Lightning, Regression, Statistics, Transformer Models",Data Scientist,FALSE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv4219,5,PhD,"Scikit-learn, AWS, FastAPI",Receptionist,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4220,10,Masters,"AWS, BERT, EDA, FastAPI, Machine Learning, NumPy, Pandas",NLP Engineer,FALSE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4221,0,Masters,"AWS, SQLAlchemy, Classification, Azure",Junior Intern,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4222,1,Masters,"PyTorch, Kubernetes, Time Series, Computer Vision",Telecaller,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4223,2,Bachelors,"REST APIs, Linux, BERT",Marketing Intern,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4224,4,Bachelors,"EDA, Scikit-learn, Time Series, GCP",Customer Support,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4225,7,Bachelors,"Data Engineering, Linux, Statistics, GPT, HuggingFace, Computer Vision",Customer Support,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4226,10,Bachelors,"Docker Compose, EDA, Feature Engineering, JSON, LightGBM, Linux, Machine Learning, Matplotlib, Pandas, Power BI, Python, Regression, Statistics",Applied ML Engineer,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4227,2,Bachelors,"Pandas, EDA",Administrative Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4228,8,Bachelors,"XGBoost, Reinforcement Learning",Marketing Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4229,10,Masters,"PyTorch Lightning, Spark, Streamlit",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4230,7,Masters,"Clustering, EDA, FastAPI, HuggingFace, NumPy, Pandas, Python, Reinforcement Learning, SQLAlchemy, Signal Processing, Statistics",Machine Learning Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4231,5,Bachelors,"Tableau, Flask, LightGBM, Matplotlib",Customer Support,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4232,4,Masters,"Matplotlib, OpenCV, Pandas, Power BI, Python, Regression, Reinforcement Learning, SQLAlchemy, Scikit-learn, Statistics",Machine Learning Engineer,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4233,3,Bachelors,"HuggingFace, Classification, Docker Compose",Marketing Intern,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv4234,0,Bachelors,"TensorFlow, PyTorch, Power BI",Junior Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4235,9,Masters,"Azure, Docker Compose, Git, Machine Learning, PyTorch, PyTorch Lightning, Python, Regression, SQLAlchemy, Spark, Speech Recognition, Statistics, Tableau",Research Scientist,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4236,9,PhD,"Deep Learning, FastAPI, LightGBM, Machine Learning, Pandas, PyTorch, REST APIs, Regression, Statistics, Tableau, TensorFlow, Time Series",Computer Vision Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv4237,7,Masters,"Feature Engineering, Machine Learning, NumPy, OpenCV, Pandas, Python, Signal Processing, Spark, Statistics, XGBoost",ML Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4238,4,Masters,"Model Deployment, AWS, Power BI",Junior Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4239,0,Masters,"Time Series, Python, CI/CD, Tableau, Spark",Content Writer,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4240,3,PhD,"Azure, GPT, Linux, Pandas, Python, Reinforcement Learning, Speech Recognition, Statistics, Transformer Models, XGBoost",Data Analyst,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv4241,1,Masters,"Pandas, Seaborn, TensorFlow, Python",Office Assistant,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv4242,2,Bachelors,"Docker, Python, TensorFlow, Pandas, Clustering",Office Assistant,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4243,4,Masters,"Azure, GCP, Machine Learning, NumPy, PyTorch, Python, Tableau, Transformer Models",Machine Learning Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv4244,0,Bachelors,"REST APIs, Scikit-learn, AWS, Python",Marketing Intern,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4245,1,Masters,"SQL, Classification, BERT, GPT, CI/CD, Seaborn",Junior Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4246,6,Bachelors,"BERT, CI/CD, Data Engineering, Deep Learning, EDA, Machine Learning, NumPy, Python, Statistics, TensorFlow, Transformer Models",ML Engineer,FALSE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4247,0,Bachelors,"Deep Learning, Statistics, Linux, Speech Recognition, SQL, FastAPI",Receptionist,TRUE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4248,0,Bachelors,"Seaborn, BERT, NLP",Data Entry Operator,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4249,3,PhD,"Azure, Data Visualization, EDA, Hadoop, NumPy, PyTorch Lightning, Python, Statistics, XGBoost",NLP Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv4250,5,PhD,"Azure, GCP, AWS",Sales Executive,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4251,0,Bachelors,"PyTorch Lightning, Seaborn, LightGBM, Data Visualization",Administrative Assistant,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4252,7,Masters,"Speech Recognition, Transformer Models, Time Series, REST APIs, Seaborn",Office Assistant,TRUE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4253,4,Bachelors,"Speech Recognition, HuggingFace, Seaborn, Git, Clustering",Marketing Intern,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv4254,1,Masters,"TensorFlow, Scikit-learn, BERT, Speech Recognition",Marketing Intern,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv4255,11,Masters,"Docker Compose, Machine Learning, NumPy, Pandas, Python, SQL, SQLAlchemy, Seaborn",NLP Engineer,FALSE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4256,2,Masters,"REST APIs, Model Deployment, Regression, Tableau, FastAPI",Junior Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4257,2,Bachelors,"Seaborn, Clustering, Python, GCP, GPT, Streamlit",Content Writer,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4258,10,Masters,"AWS, Azure, Git, JSON, Kubernetes, LightGBM, Machine Learning, Python, Reinforcement Learning, SQLAlchemy, Speech Recognition, Statistics",Research Scientist,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4259,0,Bachelors,"Matplotlib, Hadoop, Regression, Docker Compose, Power BI, Python",Receptionist,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv4260,2,Masters,"JSON, REST APIs, LightGBM, Matplotlib",Receptionist,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4261,2,Bachelors,"Flask, Data Visualization, Signal Processing",Receptionist,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4262,5,Masters,"CI/CD, Transformer Models, Model Deployment",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4263,10,PhD,"Flask, Power BI",Telecaller,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4264,0,Bachelors,"SQLAlchemy, Hadoop, Machine Learning, Signal Processing, HuggingFace, GPT",Junior Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4265,5,Masters,"AWS, BERT, Data Visualization, Deep Learning, Docker, JSON, Machine Learning, Pandas, PyTorch Lightning, Python, SQLAlchemy, Statistics, Tableau",Applied ML Engineer,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4266,5,Masters,"CI/CD, Data Visualization, Hadoop, Machine Learning, NumPy, Pandas, REST APIs, SQLAlchemy",AI Researcher,FALSE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4267,7,Bachelors,"SQL, Docker Compose, Speech Recognition, Deep Learning, Machine Learning",Marketing Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4268,9,PhD,"Computer Vision, Machine Learning, Time Series, Statistics, JSON",Receptionist,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4269,1,Bachelors,"LightGBM, Seaborn, JSON, Docker Compose, OpenCV",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4270,1,Bachelors,"FastAPI, Scikit-learn, LightGBM, CI/CD, Hadoop",Sales Executive,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4271,1,Bachelors,"Seaborn, Clustering",Marketing Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4272,2,Bachelors,"Reinforcement Learning, Python, Signal Processing, Docker Compose, Model Deployment",Marketing Intern,TRUE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4273,12,Masters,"AWS, EDA, FastAPI, GCP, GPT, Machine Learning, Model Deployment, NumPy, Python",ML Engineer,TRUE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4274,10,Bachelors,"GPT, Python, BERT, Tableau, Scikit-learn",Telecaller,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4275,4,Bachelors,"Docker, Flask",Office Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4276,10,Masters,"Classification, Computer Vision, Data Visualization, Deep Learning, Docker, EDA, FastAPI, GPT, Machine Learning, NumPy, Power BI, Python, SQL, Scikit-learn",Data Scientist,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv4277,10,Masters,"AWS, CI/CD, Linux, Machine Learning, Matplotlib, NumPy, Pandas, Python, REST APIs, SQLAlchemy",ML Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4278,4,Bachelors,"Feature Engineering, Model Deployment, XGBoost, Computer Vision, Scikit-learn",Marketing Intern,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4279,4,Masters,"NumPy, Seaborn, GPT",Administrative Assistant,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4280,0,Masters,"Time Series, Statistics, Matplotlib, Data Visualization, FastAPI, BERT",Data Entry Operator,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4281,9,Bachelors,"Docker, Docker Compose, GPT, HuggingFace, NumPy, OpenCV, Python, Scikit-learn, Seaborn, Statistics, Transformer Models",Data Scientist,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv4282,4,Bachelors,"NumPy, Signal Processing, Seaborn, Machine Learning, Power BI, SQLAlchemy",Office Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4283,9,Masters,"CI/CD, Docker Compose, Machine Learning, Power BI, Python, Regression, Statistics, Tableau, XGBoost",Data Analyst,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4284,1,Bachelors,"SQL, Data Visualization, EDA",Junior Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4285,0,Bachelors,"LightGBM, Statistics, SQL, Speech Recognition",Customer Support,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4286,4,Bachelors,"Matplotlib, REST APIs",Junior Intern,TRUE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4287,7,Bachelors,"Deep Learning, NLP, Model Deployment, Scikit-learn, Tableau, Classification",Sales Executive,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4288,0,Bachelors,"NumPy, EDA",Receptionist,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4289,4,Bachelors,"HuggingFace, Matplotlib",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4290,3,Masters,"Transformer Models, LightGBM",Office Assistant,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv4291,0,Bachelors,"GCP, Azure, NumPy",Telecaller,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4292,5,Masters,"Data Engineering, Machine Learning, Time Series, Speech Recognition, Git",Office Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4293,4,Bachelors,"JSON, Tableau",Telecaller,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4294,0,Masters,"Data Engineering, Seaborn, NLP, Tableau, REST APIs, Docker",Junior Intern,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4295,2,PhD,"Reinforcement Learning, Hadoop",Telecaller,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4296,3,Bachelors,"LightGBM, Classification, TensorFlow",Junior Intern,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4297,3,Masters,"Docker, Transformer Models, Seaborn, XGBoost, BERT, SQLAlchemy",Content Writer,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4298,4,Masters,"Matplotlib, Python, Feature Engineering, NLP",Customer Support,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4299,8,Bachelors,"GPT, Machine Learning, Model Deployment, Pandas, PyTorch, Python, REST APIs, TensorFlow",Data Analyst,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4300,3,Bachelors,"Classification, Time Series, Linux",Administrative Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4301,1,Bachelors,"Python, Spark, Clustering, OpenCV, JSON, Seaborn",Sales Executive,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4302,3,Masters,"Azure, Clustering, Deep Learning, FastAPI, Machine Learning, NumPy, Pandas, PyTorch, PyTorch Lightning, Python, Reinforcement Learning, XGBoost",Applied ML Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4303,10,Bachelors,"Classification, SQL, AWS, Docker, Time Series, Docker Compose",Receptionist,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4304,10,Masters,"AWS, Classification, Feature Engineering, HuggingFace, Linux, Machine Learning, Matplotlib, Model Deployment, NumPy, Python, Regression, Spark, Statistics, Streamlit",Computer Vision Engineer,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4305,2,Bachelors,"Pandas, XGBoost, Scikit-learn, Regression, Spark, Clustering",Receptionist,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4306,0,Bachelors,"REST APIs, HuggingFace, GCP, Feature Engineering, Streamlit",Office Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4307,3,Bachelors,"Spark, Data Engineering, Tableau",Administrative Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4308,9,Bachelors,"Speech Recognition, SQL, Signal Processing, Scikit-learn, PyTorch Lightning",Data Entry Operator,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4309,0,Masters,"SQL, GPT, SQLAlchemy, Matplotlib",Content Writer,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4310,3,Bachelors,"REST APIs, SQL, CI/CD, Time Series, Feature Engineering",Telecaller,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4311,7,Masters,"Classification, Data Engineering, Hadoop, NumPy, Pandas, Python, REST APIs, Scikit-learn, Statistics, Streamlit, TensorFlow, Transformer Models",Data Scientist,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4312,9,PhD,"Pandas, Matplotlib, LightGBM, Deep Learning, Time Series",Administrative Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4313,9,Masters,"Feature Engineering, Docker Compose, PyTorch Lightning, Clustering",Telecaller,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4314,3,Masters,"Kubernetes, AWS, REST APIs",Telecaller,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4315,0,Bachelors,"Git, Docker, Time Series, REST APIs, LightGBM",Marketing Intern,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4316,3,Bachelors,"Git, Speech Recognition, XGBoost, CI/CD, Data Visualization, Transformer Models",Customer Support,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4317,3,Masters,"Machine Learning, Python, Signal Processing, Spark, BERT, Reinforcement Learning",Telecaller,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4318,3,Bachelors,"Machine Learning, REST APIs, Docker Compose, Scikit-learn",Data Entry Operator,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4319,4,Bachelors,"AWS, Transformer Models, Data Engineering, Statistics, PyTorch Lightning",Telecaller,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4320,0,Bachelors,"BERT, PyTorch Lightning",Telecaller,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4321,8,PhD,"Classification, Flask, GCP, Kubernetes, Machine Learning, NumPy, Pandas, Statistics",Data Scientist,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4322,4,Masters,"AWS, CI/CD, Docker, HuggingFace, Machine Learning, OpenCV, Python, Regression, Reinforcement Learning, SQLAlchemy, Spark, Statistics, Streamlit, Tableau",Data Analyst,TRUE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4323,3,Bachelors,"PyTorch Lightning, Power BI, Reinforcement Learning, Scikit-learn, XGBoost",Content Writer,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4324,7,Masters,"FastAPI, Hadoop, OpenCV, Pandas, Python, Seaborn, Statistics, Transformer Models",Research Scientist,TRUE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4325,7,Masters,"Data Engineering, Deep Learning, Flask, Hadoop, JSON, Machine Learning, Matplotlib, NumPy, Pandas, Tableau, Time Series",Computer Vision Engineer,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv4326,0,Bachelors,"OpenCV, Classification, REST APIs, JSON, Speech Recognition, Deep Learning",Office Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4327,5,Bachelors,"Hadoop, Seaborn, Machine Learning, Spark, Scikit-learn",Customer Support,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4328,2,Masters,"Linux, Data Visualization",Customer Support,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4329,9,Bachelors,"AWS, Git, JSON, OpenCV, Pandas, Python, Regression, SQLAlchemy, Seaborn, Signal Processing, Statistics, Streamlit, Transformer Models",NLP Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4330,3,Masters,"TensorFlow, XGBoost, Regression, REST APIs, OpenCV, Power BI",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4331,1,Bachelors,"Computer Vision, Regression",Telecaller,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4332,7,Bachelors,"Streamlit, SQLAlchemy, Kubernetes, Computer Vision",Administrative Assistant,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4333,1,Masters,"Feature Engineering, Kubernetes, Machine Learning, Matplotlib, NumPy, Power BI, Statistics, Transformer Models",Data Scientist,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv4334,1,Bachelors,"LightGBM, NumPy, Git, CI/CD",Administrative Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4335,2,Bachelors,"BERT, CI/CD, Deep Learning, FastAPI, Feature Engineering, Hadoop, Machine Learning, NumPy, Python, REST APIs, Scikit-learn, Tableau, XGBoost",AI Researcher,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv4336,0,Bachelors,"Kubernetes, Model Deployment, JSON, NLP",Junior Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4337,5,Bachelors,"AWS, Classification, Clustering, Data Visualization, FastAPI, Machine Learning, NumPy, Pandas, Python, Regression, SQLAlchemy, Spark, Tableau",Data Scientist,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4338,0,Masters,"Computer Vision, SQLAlchemy, AWS, PyTorch, GPT, Git",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4339,7,PhD,"Data Engineering, Git, Statistics",Content Writer,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4340,0,Masters,"Scikit-learn, Signal Processing, Hadoop",Customer Support,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4341,0,Bachelors,"PyTorch Lightning, FastAPI, Python",Telecaller,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4342,1,Bachelors,"Deep Learning, Git, Spark, HuggingFace, Seaborn",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4343,3,Bachelors,"Feature Engineering, Machine Learning, AWS",Office Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4344,9,Masters,"Clustering, Data Visualization, GCP, HuggingFace, NLP, Pandas, Python, Statistics, Tableau, TensorFlow",NLP Engineer,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4345,1,Bachelors,"Tableau, Model Deployment, Data Visualization, Data Engineering, Docker Compose",Receptionist,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4346,8,Bachelors,"Data Engineering, Deep Learning, Flask, Linux, Machine Learning, NumPy, Pandas, Power BI, PyTorch, SQLAlchemy, Speech Recognition, Transformer Models",Machine Learning Engineer,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv4347,5,Masters,"Transformer Models, OpenCV, Data Engineering, Pandas, CI/CD",Customer Support,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4348,1,Bachelors,"PyTorch Lightning, Statistics, NumPy, TensorFlow, CI/CD",Administrative Assistant,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4349,2,Bachelors,"GPT, Clustering, Speech Recognition, AWS, TensorFlow",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4350,9,Bachelors,"Clustering, GCP, Machine Learning, Model Deployment, NumPy, Pandas, PyTorch Lightning, SQL, Seaborn",NLP Engineer,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv4351,0,Bachelors,"Reinforcement Learning, Spark, Data Engineering, Speech Recognition, Seaborn",Data Entry Operator,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4352,0,Masters,"BERT, Kubernetes, Power BI, Reinforcement Learning, CI/CD",Receptionist,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4353,8,Masters,"NLP, FastAPI, Hadoop, EDA, Signal Processing, Pandas",Telecaller,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4354,7,Bachelors,"Data Engineering, EDA, Machine Learning, Pandas, PyTorch Lightning, Python, SQLAlchemy, Scikit-learn",Computer Vision Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv4355,3,Bachelors,"CI/CD, BERT, Tableau, OpenCV",Receptionist,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4356,1,Bachelors,"Statistics, Time Series, JSON",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4357,5,Bachelors,"SQL, Signal Processing, Reinforcement Learning, CI/CD, PyTorch Lightning, BERT",Office Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4358,2,Masters,"CI/CD, Git, Flask",Content Writer,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4359,6,Bachelors,"AWS, Classification, GCP, JSON, Machine Learning, Matplotlib, NumPy, Pandas, REST APIs, Speech Recognition, Statistics, Time Series, Transformer Models",Computer Vision Engineer,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4360,3,PhD,"GCP, JSON, LightGBM, Machine Learning, NumPy, Pandas, Python, Scikit-learn, Signal Processing, Spark, Statistics",Data Analyst,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4361,9,Masters,"Clustering, EDA, GCP, Machine Learning, Model Deployment, NLP, Pandas, Python, Reinforcement Learning, Streamlit, Time Series",AI Researcher,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4362,3,Masters,"Azure, Deep Learning, Streamlit, GPT",Administrative Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
